350,500,-10,18.2
400,500,-10,0.43
450,500,-10,-5.57
500,500,-10,-3.49
550,500,-10,1.6
600,500,-10,6.51
650,500,-10,8.64
700,500,-10,6.19
750,500,-10,0.33
800,500,-10,-5.23
850,500,-10,-8.16
900,500,-10,-8.75
950,500,-10,-8.13
1000,500,-10,-7.08
0,550,-10,-4.98
50,550,-10,-5.05
100,550,-10,-3.92
150,550,-10,-0.02
200,550,-10,8.45
250,550,-10,18.3
300,550,-10,17.2
350,550,-10,2.97
400,550,-10,-8.55
450,550,-10,-8.83
500,550,-10,-1.79
550,550,-10,8.45
600,550,-10,19.19
650,550,-10,26.11
700,550,-10,23.29
750,550,-10,11.39
800,550,-10,-0.55
850,550,-10,-6.84
900,550,-10,-8.59
950,550,-10,-8.24
1000,550,-10,-7.21
0,600,-10,-6.93
50,600,-10,-8.22
100,600,-10,-9.24
150,600,-10,-9.13
200,600,-10,-6.58
250,600,-10,-2.93
300,600,-10,-5.05
350,600,-10,-13.14
400,600,-10,-16.77
450,600,-10,-11.74
500,600,-10,-1.38
550,600,-10,11.96
600,600,-10,26.66
650,600,-10,37.43
700,600,-10,33.94
750,600,-10,16.33
800,600,-10,-0.42
850,600,-10,-8.04
900,600,-10,-9.59
950,600,-10,-8.82
1000,600,-10,-7.49
0,650,-10,-8.08
50,650,-10,-10.11
100,650,-10,-12.55
150,650,-10,-15.21
200,650,-10,-17.66
250,650,-10,-19.93
300,650,-10,-22.88
350,650,-10,-24.7
400,650,-10,-21.8
450,650,-10,-14.19
500,650,-10,-3.74
550,650,-10,8.84
600,650,-10,22.89
650,650,-10,33.27
700,650,-10,28.83
750,650,-10,10.29
800,650,-10,-5.66
850,650,-10,-11.35
900,650,-10,-11.3
950,650,-10,-9.59
1000,650,-10,-7.78
0,700,-10,-8.39
50,700,-10,-10.6
100,700,-10,-13.44
150,700,-10,-16.93
200,700,-10,-20.92
250,700,-10,-24.76
300,700,-10,-27.05
350,700,-10,-26.2
400,700,-10,-22.05
450,700,-10,-15.81
500,700,-10,-8.39
550,700,-10,0.19
600,700,-10,9.79
650,700,-10,16.77
700,700,-10,12.28
750,700,-10,-2.41
800,700,-10,-13.17
850,700,-10,-14.99
900,700,-10,-12.81
950,700,-10,-10.11
1000,700,-10,-7.87
0,750,-10,-8.01
50,750,-10,-10
100,750,-10,-12.48
150,750,-10,-15.42
200,750,-10,-18.59
250,750,-10,-21.33
300,750,-10,-22.67
350,750,-10,-22.03
400,750,-10,-19.77
450,750,-10,-16.72
500,750,-10,-13.45
550,750,-10,-10.06
600,750,-10,-6.45
650,750,-10,-4.2
700,750,-10,-7.87
750,750,-10,-15.78
800,750,-10,-19.34
850,750,-10,-17.11
900,750,-10,-13.28
950,750,-10,-10.01
1000,750,-10,-7.6
0,800,-10,-7.22
50,800,-10,-8.8
100,800,-10,-10.67
150,800,-10,-12.75
200,800,-10,-14.81
250,800,-10,-16.5
300,800,-10,-17.45
350,800,-10,-17.56
400,800,-10,-17.16
450,800,-10,-16.74
500,800,-10,-16.72
550,800,-10,-17.34
600,800,-10,-18.6
650,800,-10,-20.45
700,800,-10,-22.87
750,800,-10,-23.86
800,800,-10,-21.3
850,800,-10,-16.67
900,800,-10,-12.39
950,800,-10,-9.19
1000,800,-10,-6.94
0,850,-10,-6.26
50,850,-10,-7.44
100,850,-10,-8.75
150,850,-10,-10.14
200,850,-10,-11.46
250,850,-10,-12.58
300,850,-10,-13.41
350,850,-10,-14.01
400,850,-10,-14.62
450,850,-10,-15.52
500,850,-10,-16.95
550,850,-10,-19.05
600,850,-10,-21.63
650,850,-10,-23.93
700,850,-10,-24.56
750,850,-10,-22.47
800,850,-10,-18.36
850,850,-10,-13.99
900,850,-10,-10.44
950,850,-10,-7.84
1000,850,-10,-6
0,900,-10,-5.31
50,900,-10,-6.15
100,900,-10,-7.06
150,900,-10,-7.99
200,900,-10,-8.88
250,900,-10,-9.68
300,900,-10,-10.42
350,900,-10,-11.17
400,900,-10,-12.06
450,900,-10,-13.23
500,900,-10,-14.74
550,900,-10,-16.5
600,900,-10,-18.19
650,900,-10,-19.14
700,900,-10,-18.62
750,900,-10,-16.5
800,900,-10,-13.51
850,900,-10,-10.56
900,900,-10,-8.14
950,900,-10,-6.3
1000,900,-10,-4.94
0,950,-10,-4.44
50,950,-10,-5.04
100,950,-10,-5.67
150,950,-10,-6.3
200,950,-10,-6.92
250,950,-10,-7.52
300,950,-10,-8.13
350,950,-10,-8.8
400,950,-10,-9.6
450,950,-10,-10.54
500,950,-10,-11.59
550,950,-10,-12.6
600,950,-10,-13.3
650,950,-10,-13.36
700,950,-10,-12.6
750,950,-10,-11.12
800,950,-10,-9.31
850,950,-10,-7.56
900,950,-10,-6.06
950,950,-10,-4.86
1000,950,-10,-3.93
0,1000,-10,-3.69
50,1000,-10,-4.12
100,1000,-10,-4.56
150,1000,-10,-4.99
200,1000,-10,-5.43
250,1000,-10,-5.87
300,1000,-10,-6.33
350,1000,-10,-6.84
400,1000,-10,-7.4
450,1000,-10,-8.02
500,1000,-10,-8.6
550,1000,-10,-9.05
600,1000,-10,-9.22
650,1000,-10,-8.99
700,1000,-10,-8.34
750,1000,-10,-7.39
800,1000,-10,-6.33
850,1000,-10,-5.31
900,1000,-10,-4.41
950,1000,-10,-3.66
1000,1000,-10,-3.04
